Freq.,V(n001)
4.92457765337975e-003,9.99999999042591e-001,-3.09420339261564e-005
4.95883079975603e-003,9.99999999029226e-001,-3.11572527915700e-005
4.99332219560654e-003,9.99999999015674e-001,-3.13739686225665e-005
5.02805349808740e-003,9.99999999001933e-001,-3.15921918313646e-005
5.06302637588121e-003,9.99999998988001e-001,-3.18119329026059e-005
5.09824250927714e-003,9.99999998973874e-001,-3.20332023938584e-005
5.13370359025171e-003,9.99999998959550e-001,-3.22560109361239e-005
5.16941132255006e-003,9.99999998945025e-001,-3.24803692343484e-005
5.20536742176783e-003,9.99999998930299e-001,-3.27062880679369e-005
5.24157361543355e-003,9.99999998915366e-001,-3.29337782912712e-005
5.27803164309167e-003,9.99999998900225e-001,-3.31628508342309e-005
5.31474325638614e-003,9.99999998884873e-001,-3.33935167027192e-005
5.35171021914455e-003,9.99999998869306e-001,-3.36257869791914e-005
5.38893430746286e-003,9.99999998853523e-001,-3.38596728231873e-005
5.42641730979079e-003,9.99999998837518e-001,-3.40951854718674e-005
5.46416102701768e-003,9.99999998821291e-001,-3.43323362405530e-005
5.50216727255908e-003,9.99999998804836e-001,-3.45711365232694e-005
5.54043787244380e-003,9.99999998788153e-001,-3.48115977932939e-005
5.57897466540173e-003,9.99999998771236e-001,-3.50537316037065e-005
5.61777950295210e-003,9.99999998754083e-001,-3.52975495879454e-005
5.65685424949249e-003,9.99999998736691e-001,-3.55430634603657e-005
5.69620078238840e-003,9.99999998719056e-001,-3.57902850168023e-005
5.73582099206342e-003,9.99999998701174e-001,-3.60392261351364e-005
5.77571678209010e-003,9.99999998683043e-001,-3.62898987758668e-005
5.81589006928135e-003,9.99999998664659e-001,-3.65423149826838e-005
5.85634278378262e-003,9.99999998646019e-001,-3.67964868830484e-005
5.89707686916452e-003,9.99999998627118e-001,-3.70524266887745e-005
5.93809428251631e-003,9.99999998607953e-001,-3.73101466966161e-005
5.97939699453987e-003,9.99999998588521e-001,-3.75696592888579e-005
6.02098698964439e-003,9.99999998568817e-001,-3.78309769339100e-005
6.06286626604171e-003,9.99999998548839e-001,-3.80941121869074e-005
6.10503683584236e-003,9.99999998528581e-001,-3.83590776903126e-005
6.14750072515217e-003,9.99999998508041e-001,-3.86258861745237e-005
6.19025997416968e-003,9.99999998487214e-001,-3.88945504584857e-005
6.23331663728412e-003,9.99999998466096e-001,-3.91650834503062e-005
6.27667278317413e-003,9.99999998444684e-001,-3.94374981478759e-005
6.32033049490715e-003,9.99999998422972e-001,-3.97118076394930e-005
6.36429187003948e-003,9.99999998400958e-001,-3.99880251044920e-005
6.40855902071711e-003,9.99999998378636e-001,-4.02661638138768e-005
6.45313407377714e-003,9.99999998356003e-001,-4.05462371309586e-005
6.49801917085002e-003,9.99999998333053e-001,-4.08282585119976e-005
6.54321646846239e-003,9.99999998309784e-001,-4.11122415068498e-005
6.58872813814072e-003,9.99999998286189e-001,-4.13981997596178e-005
6.63455636651567e-003,9.99999998262265e-001,-4.16861470093066e-005
6.68070335542710e-003,9.99999998238007e-001,-4.19760970904833e-005
6.72717132202986e-003,9.99999998213411e-001,-4.22680639339422e-005
6.77396249890036e-003,9.99999998188471e-001,-4.25620615673739e-005
6.82107913414380e-003,9.99999998163183e-001,-4.28581041160391e-005
6.86852349150218e-003,9.99999998137542e-001,-4.31562058034477e-005
6.91629785046307e-003,9.99999998111543e-001,-4.34563809520418e-005
6.96440450636914e-003,9.99999998085181e-001,-4.37586439838840e-005
7.01284577052843e-003,9.99999998058451e-001,-4.40630094213503e-005
7.06162397032539e-003,9.99999998031348e-001,-4.43694918878276e-005
7.11074144933272e-003,9.99999998003867e-001,-4.46781061084168e-005
7.16020056742394e-003,9.99999997976002e-001,-4.49888669106396e-005
7.21000370088680e-003,9.99999997947748e-001,-4.53017892251517e-005
7.26015324253745e-003,9.99999997919099e-001,-4.56168880864593e-005
7.31065160183537e-003,9.99999997890051e-001,-4.59341786336421e-005
7.36150120499916e-003,9.99999997860597e-001,-4.62536761110803e-005
7.41270449512313e-003,9.99999997830732e-001,-4.65753958691872e-005
7.46426393229463e-003,9.99999997800451e-001,-4.68993533651467e-005
7.51618199371226e-003,9.99999997769746e-001,-4.72255641636557e-005
7.56846117380494e-003,9.99999997738613e-001,-4.75540439376722e-005
7.62110398435167e-003,9.99999997707045e-001,-4.78848084691685e-005
7.67411295460229e-003,9.99999997675037e-001,-4.82178736498888e-005
7.72749063139894e-003,9.99999997642581e-001,-4.85532554821134e-005
7.78123957929846e-003,9.99999997609673e-001,-4.88909700794270e-005
7.83536238069559e-003,9.99999997576305e-001,-4.92310336674932e-005
7.88986163594705e-003,9.99999997542472e-001,-4.95734625848342e-005
7.94473996349647e-003,9.99999997508166e-001,-4.99182732836154e-005
8.00000000000018e-003,9.99999997473381e-001,-5.02654823304361e-005
8.05564440045394e-003,9.99999997438111e-001,-5.06151064071254e-005
8.11167583832042e-003,9.99999997402348e-001,-5.09671623115436e-005
8.16809700565774e-003,9.99999997366087e-001,-5.13216669583894e-005
8.22491061324872e-003,9.99999997329318e-001,-5.16786373800126e-005
8.28211939073121e-003,9.99999997292037e-001,-5.20380907272323e-005
8.33972608672917e-003,9.99999997254235e-001,-5.24000442701608e-005
8.39773346898474e-003,9.99999997215906e-001,-5.27645153990338e-005
8.45614432449124e-003,9.99999997177041e-001,-5.31315216250453e-005
8.51496145962708e-003,9.99999997137634e-001,-5.35010805811897e-005
8.57418770029055e-003,9.99999997097677e-001,-5.38732100231081e-005
8.63382589203562e-003,9.99999997057162e-001,-5.42479278299421e-005
8.69387890020867e-003,9.99999997016082e-001,-5.46252520051925e-005
8.75434961008613e-003,9.99999996974428e-001,-5.50052006775843e-005
8.81524092701310e-003,9.99999996932193e-001,-5.53877921019378e-005
8.87655577654298e-003,9.99999996889367e-001,-5.57730446600454e-005
8.93829710457798e-003,9.99999996845945e-001,-5.61609768615554e-005
9.00046787751070e-003,9.99999996801916e-001,-5.65516073448602e-005
9.06307108236661e-003,9.99999996757272e-001,-5.69449548779931e-005
9.12610972694762e-003,9.99999996712005e-001,-5.73410383595289e-005
9.18958683997651e-003,9.99999996666107e-001,-5.77398768194927e-005
9.25350547124253e-003,9.99999996619567e-001,-5.81414894202736e-005
9.31786869174788e-003,9.99999996572378e-001,-5.85458954575458e-005
9.38267959385527e-003,9.99999996524530e-001,-5.89531143611954e-005
9.44794129143648e-003,9.99999996476014e-001,-5.93631656962541e-005
9.51365692002201e-003,9.99999996426822e-001,-5.97760691638391e-005
9.57982963695167e-003,9.99999996376942e-001,-6.01918446020997e-005
9.64646262152633e-003,9.99999996326366e-001,-6.06105119871705e-005
9.71355907516062e-003,9.99999996275084e-001,-6.10320914341307e-005
9.78112222153680e-003,9.99999996223086e-001,-6.14566031979714e-005
9.84915530675958e-003,9.99999996170362e-001,-6.18840676745681e-005
9.91766159951215e-003,9.99999996116902e-001,-6.23145054016606e-005
9.98664439121315e-003,9.99999996062696e-001,-6.27479370598402e-005
1.00561069961749e-002,9.99999996007734e-001,-6.31843834735430e-005
1.01260527517625e-002,9.99999995952004e-001,-6.36238656120504e-005
1.01964850185544e-002,9.99999995895496e-001,-6.40664045904967e-005
1.02674071805035e-002,9.99999995838199e-001,-6.45120216708836e-005
1.03388226451002e-002,9.99999995780102e-001,-6.49607382631015e-005
1.04107348435357e-002,9.99999995721195e-001,-6.54125759259587e-005
1.04831472308672e-002,9.99999995661465e-001,-6.58675563682164e-005
1.05560632861834e-002,9.99999995600901e-001,-6.63257014496323e-005
1.06294865127724e-002,9.99999995539492e-001,-6.67870331820109e-005
1.07034204382892e-002,9.99999995477226e-001,-6.72515737302606e-005
1.07778686149258e-002,9.99999995414090e-001,-6.77193454134590e-005
1.08528346195817e-002,9.99999995350073e-001,-6.81903707059253e-005
1.09283220540355e-002,9.99999995285163e-001,-6.86646722382995e-005
1.10043345451182e-002,9.99999995219346e-001,-6.91422727986304e-005
1.10808757448877e-002,9.99999995152611e-001,-6.96231953334703e-005
1.11579493308035e-002,9.99999995084944e-001,-7.01074629489770e-005
1.12355590059043e-002,9.99999995016332e-001,-7.05950989120245e-005
1.13137084989851e-002,9.99999994946762e-001,-7.10861266513207e-005
1.13924015647769e-002,9.99999994876222e-001,-7.15805697585329e-005
1.14716419841269e-002,9.99999994804697e-001,-7.20784519894214e-005
1.15514335641803e-002,9.99999994732173e-001,-7.25797972649809e-005
1.16317801385628e-002,9.99999994658637e-001,-7.30846296725896e-005
1.17126855675653e-002,9.99999994584074e-001,-7.35929734671668e-005
1.17941537383291e-002,9.99999994508471e-001,-7.41048530723378e-005
1.18761885650327e-002,9.99999994431812e-001,-7.46202930816080e-005
1.19587939890798e-002,9.99999994354083e-001,-7.51393182595437e-005
1.20419739792889e-002,9.99999994275269e-001,-7.56619535429624e-005
1.21257325320835e-002,9.99999994195354e-001,-7.61882240421311e-005
1.22100736716848e-002,9.99999994114325e-001,-7.67181550419722e-005
1.22950014503044e-002,9.99999994032164e-001,-7.72517720032787e-005
1.23805199483395e-002,9.99999993948856e-001,-7.77891005639373e-005
1.24666332745684e-002,9.99999993864385e-001,-7.83301665401603e-005
1.25533455663484e-002,9.99999993778735e-001,-7.88749959277258e-005
1.26406609898144e-002,9.99999993691889e-001,-7.94236149032270e-005
1.27285837400791e-002,9.99999993603832e-001,-7.99760498253295e-005
1.28171180414343e-002,9.99999993514544e-001,-8.05323272360377e-005
1.29062681475544e-002,9.99999993424011e-001,-8.10924738619704e-005
1.29960383417001e-002,9.99999993332213e-001,-8.16565166156447e-005
1.30864329369249e-002,9.99999993239134e-001,-8.22244825967687e-005
1.31774562762816e-002,9.99999993144756e-001,-8.27963990935442e-005
1.32691127330315e-002,9.99999993049061e-001,-8.33722935839770e-005
1.33614067108543e-002,9.99999992952029e-001,-8.39521937371978e-005
1.34543426440598e-002,9.99999992853643e-001,-8.45361274147911e-005
1.35479249978008e-002,9.99999992753884e-001,-8.51241226721339e-005
1.36421582682877e-002,9.99999992652732e-001,-8.57162077597438e-005
1.37370469830045e-002,9.99999992550168e-001,-8.63124111246363e-005
1.38325957009263e-002,9.99999992446172e-001,-8.69127614116913e-005
1.39288090127384e-002,9.99999992340724e-001,-8.75172874650294e-005
1.40256915410570e-002,9.99999992233805e-001,-8.81260183293983e-005
1.41232479406509e-002,9.99999992125393e-001,-8.87389832515674e-005
1.42214828986655e-002,9.99999992015467e-001,-8.93562116817335e-005
1.43204011348480e-002,9.99999991904007e-001,-8.99777332749357e-005
1.44200074017737e-002,9.99999991790991e-001,-9.06035778924799e-005
1.45203064850750e-002,9.99999991676398e-001,-9.12337756033741e-005
1.46213032036709e-002,9.99999991560205e-001,-9.18683566857724e-005
1.47230024099984e-002,9.99999991442390e-001,-9.25073516284300e-005
1.48254089902464e-002,9.99999991322930e-001,-9.31507911321683e-005
1.49285278645894e-002,9.99999991201803e-001,-9.37987061113495e-005
1.50323639874246e-002,9.99999991078984e-001,-9.44511276953621e-005
1.51369223476100e-002,9.99999990954452e-001,-9.51080872301167e-005
1.52422079687035e-002,9.99999990828181e-001,-9.57696162795516e-005
1.53482259092047e-002,9.99999990700147e-001,-9.64357466271497e-005
1.54549812627980e-002,9.99999990570326e-001,-9.71065102774655e-005
1.55624791585970e-002,9.99999990438692e-001,-9.77819394576622e-005
1.56707247613913e-002,9.99999990305221e-001,-9.84620666190613e-005
1.57797232718942e-002,9.99999990169887e-001,-9.91469244387002e-005
1.58894799269931e-002,9.99999990032664e-001,-9.98365458209034e-005
1.60000000000005e-002,9.99999989893525e-001,-1.00530963898863e-004
1.61112888009080e-002,9.99999989752444e-001,-1.01230212036230e-004
1.62233516766410e-002,9.99999989609394e-001,-1.01934323828718e-004
1.63361940113156e-002,9.99999989464346e-001,-1.02643333105719e-004
1.64498212264976e-002,9.99999989317274e-001,-1.03357273931923e-004
1.65642387814626e-002,9.99999989168148e-001,-1.04076180608962e-004
1.66794521734585e-002,9.99999989016941e-001,-1.04800087677053e-004
1.67954669379696e-002,9.99999988863624e-001,-1.05529029916660e-004
1.69122886489826e-002,9.99999988708166e-001,-1.06263042350163e-004
1.70299229192543e-002,9.99999988550538e-001,-1.07002160243542e-004
