freq,mag,phase
2.80139187522767e-001,-1.34552293442403e-005,-1.00850003357598e-001
2.82087709664430e-001,-1.36430570537684e-005,-1.01551469140174e-001
2.84049784849386e-001,-1.38335067277701e-005,-1.02257813972352e-001
2.86025507346506e-001,-1.40266149742763e-005,-1.02969071789960e-001
2.88014972080353e-001,-1.42224189018104e-005,-1.03685276764853e-001
2.90018274635743e-001,-1.44209561406035e-005,-1.04406463306558e-001
2.92035511262335e-001,-1.46222648483808e-005,-1.05132666063925e-001
2.94066778879260e-001,-1.48263837103617e-005,-1.05863919926790e-001
2.96112175079772e-001,-1.50333519575822e-005,-1.06600260027652e-001
2.98171798135944e-001,-1.52432093611091e-005,-1.07341721743364e-001
3.00245747003380e-001,-1.54559962551844e-005,-1.08088340696825e-001
3.02334121325979e-001,-1.56717535333675e-005,-1.08840152758697e-001
3.04437021440716e-001,-1.58905226591437e-005,-1.09597194049127e-001
3.06554548382465e-001,-1.61123456774963e-005,-1.10359500939480e-001
3.08686803888854e-001,-1.63372652197280e-005,-1.11127110054088e-001
3.10833890405152e-001,-1.65653245082830e-005,-1.11900058272006e-001
3.12995911089189e-001,-1.67965673731413e-005,-1.12678382728788e-001
3.15172969816319e-001,-1.70310382566399e-005,-1.13462120818268e-001
3.17365171184401e-001,-1.72687822173305e-005,-1.14251310194356e-001
3.19572620518833e-001,-1.75098449483025e-005,-1.15045988772848e-001
3.21795423877609e-001,-1.77542727752539e-005,-1.15846194733245e-001
3.24033688056412e-001,-1.80021126738502e-005,-1.16651966520589e-001
3.26287520593752e-001,-1.82534122735814e-005,-1.17463342847309e-001
3.28557029776125e-001,-1.85082198693346e-005,-1.18280362695078e-001
3.30842324643219e-001,-1.87665844329659e-005,-1.19103065316690e-001
3.33143514993156e-001,-1.90285556142656e-005,-1.19931490237941e-001
3.35460711387763e-001,-1.92941837631375e-005,-1.20765677259531e-001
3.37794025157883e-001,-1.95635199247779e-005,-1.21605666458971e-001
3.40143568408729e-001,-1.98366158618553e-005,-1.22451498192513e-001
3.42509454025267e-001,-2.01135240583683e-005,-1.23303213097086e-001
3.44891795677639e-001,-2.03942977331463e-005,-1.24160852092247e-001
3.47290707826626e-001,-2.06789908417787e-005,-1.25024456382148e-001
3.49706305729148e-001,-2.09676580997592e-005,-1.25894067457514e-001
3.52138705443797e-001,-2.12603549834502e-005,-1.26769727097635e-001
3.54588023836420e-001,-2.15571377426198e-005,-1.27651477372374e-001
3.57054378585727e-001,-2.18580634139428e-005,-1.28539360644189e-001
3.59537888188951e-001,-2.21631898287155e-005,-1.29433419570164e-001
3.62038671967536e-001,-2.24725756292498e-005,-1.30333697104060e-001
3.64556850072874e-001,-2.27862802717668e-005,-1.31240236498376e-001
3.67092543492076e-001,-2.31043640427907e-005,-1.32153081306431e-001
3.69645874053783e-001,-2.34268880774717e-005,-1.33072275384449e-001
3.72216964434024e-001,-2.37539143528357e-005,-1.33997862893673e-001
3.74805938162105e-001,-2.40855057215368e-005,-1.34929888302477e-001
3.77412919626547e-001,-2.44217259060718e-005,-1.35868396388509e-001
3.80038034081061e-001,-2.47626395248172e-005,-1.36813432240841e-001
3.82681407650569e-001,-2.51083120901015e-005,-1.37765041262128e-001
3.85343167337258e-001,-2.54588100390640e-005,-1.38723269170797e-001
3.88023441026687e-001,-2.58142007269054e-005,-1.39688162003235e-001
3.90722357493929e-001,-2.61745524548535e-005,-1.40659766116006e-001
3.93440046409757e-001,-2.65399344730571e-005,-1.41638128188074e-001
3.96176638346878e-001,-2.69104170056589e-005,-1.42623295223046e-001
3.98932264786202e-001,-2.72860712469391e-005,-1.43615314551428e-001
4.01707058123163e-001,-2.76669693931389e-005,-1.44614233832899e-001
4.04501151674076e-001,-2.80531846472825e-005,-1.45620101058601e-001
4.07314679682545e-001,-2.84447912278570e-005,-1.46632964553440e-001
4.10147777325914e-001,-2.88418643977431e-005,-1.47652872978410e-001
4.13000580721756e-001,-2.92444804661440e-005,-1.48679875332932e-001
4.15873226934420e-001,-2.96527168049804e-005,-1.49714020957198e-001
4.18765853981612e-001,-3.00666518739634e-005,-1.50755359534552e-001
4.21678600841025e-001,-3.04863652196308e-005,-1.51803941093868e-001
4.24611607457022e-001,-3.09119375033140e-005,-1.52859816011954e-001
4.27565014747354e-001,-3.13434505146391e-005,-1.53923035015974e-001
4.30538964609931e-001,-3.17809871782781e-005,-1.54993649185880e-001
4.33533599929643e-001,-3.22246315790223e-005,-1.56071709956868e-001
4.36549064585223e-001,-3.26744689810700e-005,-1.57157269121847e-001
4.39585503456159e-001,-3.31305858318845e-005,-1.58250378833924e-001
4.42643062429657e-001,-3.35930697863034e-005,-1.59351091608914e-001
4.45721888407645e-001,-3.40620097238977e-005,-1.60459460327854e-001
4.48822129313840e-001,-3.45374957692233e-005,-1.61575538239549e-001
4.51943934100846e-001,-3.50196193014659e-005,-1.62699378963124e-001
4.55087452757315e-001,-3.55084729708351e-005,-1.63831036490604e-001
4.58252836315153e-001,-3.60041507265314e-005,-1.64970565189500e-001
4.61440236856776e-001,-3.65067478283194e-005,-1.66118019805426e-001
4.64649807522418e-001,-3.70163608658151e-005,-1.67273455464723e-001
4.67881702517485e-001,-3.75330877739168e-005,-1.68436927677108e-001
4.71136077119968e-001,-3.80570278569145e-005,-1.69608492338342e-001
4.74413087687902e-001,-3.85882818087419e-005,-1.70788205732906e-001
4.77712891666878e-001,-3.91269517226211e-005,-1.71976124536712e-001
4.81035647597607e-001,-3.96731411190295e-005,-1.73172305819821e-001
4.84381515123538e-001,-4.02269549678809e-005,-1.74376807049182e-001
4.87750654998529e-001,-4.07884996943126e-005,-1.75589686091392e-001
4.91143229094569e-001,-4.13578832201534e-005,-1.76811001215475e-001
4.94559400409555e-001,-4.19352149677820e-005,-1.78040811095680e-001
4.97999333075124e-001,-4.25206058890589e-005,-1.79279174814297e-001
5.01463192364541e-001,-4.31141684807568e-005,-1.80526151864494e-001
5.04951144700635e-001,-4.37160168154211e-005,-1.81781802153173e-001
5.08463357663797e-001,-4.43262665529435e-005,-1.83046186003848e-001
5.12000000000035e-001,-4.49450349733507e-005,-1.84319364159539e-001
5.15561241629076e-001,-4.55724409903071e-005,-1.85601397785690e-001
5.19147253652531e-001,-4.62086051742604e-005,-1.86892348473104e-001
5.22758208362119e-001,-4.68536497842663e-005,-1.88192278240900e-001
5.26394279247942e-001,-4.75076987853485e-005,-1.89501249539494e-001
5.30055641006822e-001,-4.81708778677871e-005,-1.90819325253592e-001
5.33742469550691e-001,-4.88433144837654e-005,-1.92146568705210e-001
5.37454942015048e-001,-4.95251378570150e-005,-1.93483043656720e-001
5.41193236767464e-001,-5.02164790194629e-005,-1.94828814313901e-001
5.44957533416158e-001,-5.09174708343773e-005,-1.96183945329029e-001
5.48748012818620e-001,-5.16282480156565e-005,-1.97548501803979e-001
5.52564857090305e-001,-5.23489471557971e-005,-1.98922549293348e-001
5.56408249613381e-001,-5.30797067606118e-005,-2.00306153807603e-001
5.60278375045538e-001,-5.38206672636974e-005,-2.01699381816253e-001
5.64175419328864e-001,-5.45719710592242e-005,-2.03102300251032e-001
5.68099569698776e-001,-5.53337625347259e-005,-2.04514976509122e-001
5.72051014693017e-001,-5.61061880855672e-005,-2.05937478456380e-001
5.76029944160711e-001,-5.68893961525556e-005,-2.07369874430599e-001
5.80036549271490e-001,-5.76835372556959e-005,-2.08812233244789e-001
5.84071022524674e-001,-5.84887640067289e-005,-2.10264624190478e-001
5.88133557758523e-001,-5.93052311515656e-005,-2.11727117041041e-001
5.92224350159549e-001,-6.01330955953624e-005,-2.13199782055044e-001
5.96343596271891e-001,-6.09725164343474e-005,-2.14682689979622e-001
6.00491494006764e-001,-6.18236549876465e-005,-2.16175912053871e-001
6.04668242651962e-001,-6.26866748223595e-005,-2.17679520012268e-001
6.08874042881436e-001,-6.35617417873148e-005,-2.19193586088117e-001
6.13109096764935e-001,-6.44490240555040e-005,-2.20718183017011e-001
6.17373607777713e-001,-6.53486921346925e-005,-2.22253384040325e-001
6.21667780810308e-001,-6.62609189223910e-005,-2.23799262908733e-001
6.25991822178383e-001,-6.71858797270736e-005,-2.25355893885744e-001
6.30345939632642e-001,-6.81237523009700e-005,-2.26923351751272e-001
6.34730342368806e-001,-6.90747168824993e-005,-2.28501711805217e-001
6.39145241037671e-001,-7.00389562203833e-005,-2.30091049871085e-001
6.43590847755222e-001,-7.10166556209021e-005,-2.31691442299623e-001
6.48067376112830e-001,-7.20080029710432e-005,-2.33302965972488e-001
6.52575041187509e-001,-7.30131887847938e-005,-2.34925698305929e-001
6.57114059552254e-001,-7.40324062291822e-005,-2.36559717254510e-001
6.61684649286443e-001,-7.50658511782852e-005,-2.38205101314845e-001
6.66287029986318e-001,-7.61137222276983e-005,-2.39861929529367e-001
6.70921422775530e-001,-7.71762207552934e-005,-2.41530281490122e-001
6.75588050315770e-001,-7.82535509414749e-005,-2.43210237342587e-001
6.80287136817463e-001,-7.93459198270455e-005,-2.44901877789516e-001
6.85018908050539e-001,-8.04535373315334e-005,-2.46605284094811e-001
6.89783591355283e-001,-8.15766163120223e-005,-2.48320538087424e-001
6.94581415653258e-001,-8.27153725930521e-005,-2.50047722165281e-001
6.99412611458301e-001,-8.38700250158051e-005,-2.51786919299239e-001
7.04277410887600e-001,-8.50407954718643e-005,-2.53538213037059e-001
7.09176047672845e-001,-8.62279089543290e-005,-2.55301687507426e-001
7.14108757171459e-001,-8.74315935906089e-005,-2.57077427423975e-001
7.19075776377907e-001,-8.86520806973973e-005,-2.58865518089362e-001
7.24077343935077e-001,-8.98896048182877e-005,-2.60666045399352e-001
7.29113700145754e-001,-9.11444037729609e-005,-2.62479095846944e-001
7.34185086984157e-001,-9.24167186976951e-005,-2.64304756526517e-001
7.39291748107572e-001,-9.37067940964823e-005,-2.66143115138011e-001
7.44433928868053e-001,-9.50148778873245e-005,-2.67994259991132e-001
7.49611876324215e-001,-9.63412214437076e-005,-2.69858280009589e-001
7.54825839253099e-001,-9.76860796524696e-005,-2.71735264735359e-001
7.60076068162129e-001,-9.90497109562396e-005,-2.73625304332986e-001
7.65362815301145e-001,-1.00432377406485e-004,-2.75528489593901e-001
7.70686334674523e-001,-1.01834344713664e-004,-2.77444911940778e-001
7.76046882053381e-001,-1.03255882290634e-004,-2.79374663431924e-001
7.81444714987864e-001,-1.04697263318229e-004,-2.81317836765687e-001
7.86880092819520e-001,-1.06158764786742e-004,-2.83274525284909e-001
7.92353276693762e-001,-1.07640667554754e-004,-2.85244822981398e-001
7.97864529572411e-001,-1.09143256395437e-004,-2.87228824500440e-001
8.03414116246332e-001,-1.10666820067921e-004,-2.89226625145334e-001
8.09002303348158e-001,-1.12211651346237e-004,-2.91238320881967e-001
8.14629359365097e-001,-1.13778047107080e-004,-2.93264008343414e-001
8.20295554651834e-001,-1.15366308360685e-004,-2.95303784834570e-001
8.26001161443519e-001,-1.16976740323155e-004,-2.97357748336822e-001
8.31746453868847e-001,-1.18609652466624e-004,-2.99425997512742e-001
8.37531707963230e-001,-1.20265358588703e-004,-3.01508631710823e-001
8.43357201682058e-001,-1.21944176862631e-004,-3.03605750970237e-001
8.49223214914052e-001,-1.23646429901906e-004,-3.05717456025639e-001
8.55130029494714e-001,-1.25372444827796e-004,-3.07843848311991e-001
8.61077929219868e-001,-1.27122553322396e-004,-3.09985029969430e-001
8.67067199859293e-001,-1.28897091703856e-004,-3.12141103848161e-001
8.73098129170453e-001,-1.30696400975579e-004,-3.14312173513392e-001
8.79171006912326e-001,-1.32520826908205e-004,-3.16498343250298e-001
8.85286124859320e-001,-1.34370720095554e-004,-3.18699718069020e-001
8.91443776815298e-001,-1.36246436025045e-004,-3.20916403709699e-001
8.97644258627687e-001,-1.38148335146171e-004,-3.23148506647546e-001
9.03887868201699e-001,-1.40076782937065e-004,-3.25396134097947e-001
9.10174905514636e-001,-1.42032149983583e-004,-3.27659394021600e-001
9.16505672630313e-001,-1.44014812037189e-004,-3.29938395129693e-001
9.22880473713560e-001,-1.46025150096939e-004,-3.32233246889112e-001
9.29299615044843e-001,-1.48063550481823e-004,-3.34544059527689e-001
9.35763405034977e-001,-1.50130404898291e-004,-3.36870944039488e-001
9.42272154239943e-001,-1.52226110523205e-004,-3.39214012190119e-001
9.48826175375811e-001,-1.54351070073288e-004,-3.41573376522100e-001
9.55425783333763e-001,-1.56505691893868e-004,-3.43949150360247e-001
9.62071295195221e-001,-1.58690390022543e-004,-3.46341447817108e-001
9.68763030247084e-001,-1.60905584277926e-004,-3.48750383798429e-001
9.75501309997066e-001,-1.63151700339701e-004,-3.51176074008660e-001
9.82286458189145e-001,-1.65429169826763e-004,-3.53618634956501e-001
9.89118800819117e-001,-1.67738430384995e-004,-3.56078183960486e-001
9.95998666150256e-001,-1.70079925763474e-004,-3.58554839154599e-001
1.00292638472909e+000,-1.72454105911895e-004,-3.61048719493941e-001
1.00990228940128e+000,-1.74861427053890e-004,-3.63559944760423e-001
1.01692671532760e+000,-1.77302351786375e-004,-3.66088635568509e-001
1.02400000000008e+000,-1.79777349154801e-004,-3.68634913370992e-001
1.03112248325816e+000,-1.82286894759259e-004,-3.71198900464813e-001
1.03829450730507e+000,-1.84831470835510e-004,-3.73780719996920e-001
1.04551641672425e+000,-1.87411566347596e-004,-3.76380495970164e-001
1.05278855849589e+000,-1.90027677085264e-004,-3.78998353249244e-001
1.06011128201365e+000,-1.92680305759471e-004,-3.81634417566682e-001
1.06748493910139e+000,-1.95369962094027e-004,-3.84288815528849e-001
1.07490988403010e+000,-1.98097162932671e-004,-3.86961674622027e-001
1.08238647353494e+000,-2.00862432327823e-004,-3.89653123218514e-001
1.08991506683232e+000,-2.03666301645732e-004,-3.92363290582772e-001
1.09749602563725e+000,-2.06509309675486e-004,-3.95092306877617e-001
1.10512971418062e+000,-2.09392002714871e-004,-3.97840303170454e-001
1.11281649922677e+000,-2.12314934698668e-004,-4.00607411439548e-001
1.12055675009108e+000,-2.15278667281630e-004,-4.03393764580346e-001
1.12835083865774e+000,-2.18283769965807e-004,-4.06199496411842e-001
1.13619913939756e+000,-2.21330820195100e-004,-4.09024741682979e-001
1.14410202938604e+000,-2.24420403478738e-004,-4.11869636079101e-001
1.15205988832143e+000,-2.27553113495467e-004,-4.14734316228453e-001
1.16007309854299e+000,-2.30729552205463e-004,-4.17618919708714e-001
1.16814204504936e+000,-2.33950329975743e-004,-4.20523585053586e-001
1.17626711551706e+000,-2.37216065688215e-004,-4.23448451759425e-001
1.18444870031911e+000,-2.40527386867024e-004,-4.26393660291916e-001
1.19268719254379e+000,-2.43884929787572e-004,-4.29359352092797e-001
1.20098298801354e+000,-2.47289339611578e-004,-4.32345669586626e-001
1.20933648530393e+000,-2.50741270498994e-004,-4.35352756187596e-001
1.21774808576288e+000,-2.54241385745962e-004,-4.38380756306401e-001
1.22621819352988e+000,-2.57790357899627e-004,-4.41429815357139e-001
1.23474721555544e+000,-2.61388868898025e-004,-4.44500079764277e-001
1.24333556162063e+000,-2.65037610193580e-004,-4.47591696969651e-001
1.25198364435678e+000,-2.68737282888168e-004,-4.50704815439521e-001
1.26069187926529e+000,-2.72488597872052e-004,-4.53839584671672e-001
1.26946068473762e+000,-2.76292275955095e-004,-4.56996155202567e-001
1.27829048207535e+000,-2.80149048001833e-004,-4.60174678614546e-001
1.28718169551045e+000,-2.84059655083914e-004,-4.63375307543074e-001
1.29613475222567e+000,-2.88024848609386e-004,-4.66598195684043e-001
1.30515008237503e+000,-2.92045390479961e-004,-4.69843497801123e-001
1.31422811910452e+000,-2.96122053221276e-004,-4.73111369733158e-001
1.32336929857290e+000,-3.00255620148834e-004,-4.76401968401621e-001
1.33257405997265e+000,-3.04446885499237e-004,-4.79715451818116e-001
1.34184284555107e+000,-3.08696654605776e-004,-4.83051979091930e-001
1.35117610063155e+000,-3.13005744033524e-004,-4.86411710437641e-001
1.36057427363494e+000,-3.17374981740465e-004,-4.89794807182780e-001
1.37003781610109e+000,-3.21805207243452e-004,-4.93201431775533e-001
1.37956718271058e+000,-3.26297271779342e-004,-4.96631747792515e-001
1.38916283130653e+000,-3.30852038453601e-004,-5.00085919946579e-001
1.39882522291661e+000,-3.35470382424585e-004,-5.03564114094696e-001
1.40855482177521e+000,-3.40153191059866e-004,-5.07066497245871e-001
1.41835209534570e+000,-3.44901364110881e-004,-5.10593237569130e-001
1.42821751434293e+000,-3.49715813888543e-004,-5.14144504401550e-001
1.43815155275582e+000,-3.54597465430185e-004,-5.17720468256352e-001
1.44815468787017e+000,-3.59547256686751e-004,-5.21321300831042e-001
1.45822740029152e+000,-3.64566138691668e-004,-5.24947175015618e-001
1.46837017396833e+000,-3.69655075760586e-004,-5.28598264900821e-001
1.47858349621516e+000,-3.74815045651578e-004,-5.32274745786455e-001
1.48886785773612e+000,-3.80047039779347e-004,-5.35976794189752e-001
1.49922375264844e+000,-3.85352063387974e-004,-5.39704587853808e-001
1.50965167850621e+000,-3.90731135749699e-004,-5.43458305756061e-001
1.52015213632427e+000,-3.96185290359858e-004,-5.47238128116841e-001
1.53072563060230e+000,-4.01715575139531e-004,-5.51044236407973e-001
1.54137266934906e+000,-4.07323052627591e-004,-5.54876813361436e-001
1.55209376410677e+000,-4.13008800188182e-004,-5.58736042978086e-001
1.56288942997574e+000,-4.18773910231705e-004,-5.62622110536439e-001
1.57376018563905e+000,-4.24619490394344e-004,-5.66535202601508e-001
1.58470655338754e+000,-4.30546663782199e-004,-5.70475507033708e-001
1.59572905914483e+000,-4.36556569170111e-004,-5.74443212997819e-001
1.60682823249268e+000,-4.42650361215909e-004,-5.78438510972008e-001
1.61800460669633e+000,-4.48829210701675e-004,-5.82461592756917e-001
1.62925871873021e+000,-4.55094304734500e-004,-5.86512651484807e-001
1.64059110930368e+000,-4.61446846991616e-004,-5.90591881628774e-001
1.65200232288705e+000,-4.67888057946238e-004,-5.94699479012019e-001
1.66349290773771e+000,-4.74419175102093e-004,-5.98835640817186e-001
1.67506341592647e+000,-4.81041453226995e-004,-6.03000565595763e-001
1.68671440336413e+000,-4.87756164600881e-004,-6.07194453277546e-001
1.69844642982812e+000,-4.94564599252290e-004,-6.11417505180168e-001
1.71026005898944e+000,-5.01468065208342e-004,-6.15669924018697e-001
1.72215585843975e+000,-5.08467888757265e-004,-6.19951913915294e-001
1.73413439971860e+000,-5.15565414680068e-004,-6.24263680408937e-001
1.74619625834092e+000,-5.22762006528504e-004,-6.28605430465218e-001
1.75834201382467e+000,-5.30059046879902e-004,-6.32977372486200e-001
1.77057224971865e+000,-5.37457937601646e-004,-6.37379716320342e-001
1.78288755363061e+000,-5.44960100117592e-004,-6.41812673272498e-001
1.79528851725539e+000,-5.52566975686061e-004,-6.46276456113973e-001
1.80777573640341e+000,-5.60280025678805e-004,-6.50771279092659e-001
1.82034981102929e+000,-5.68100731849377e-004,-6.55297357943234e-001
1.83301134526064e+000,-5.76030596629468e-004,-6.59854909897430e-001
1.84576094742713e+000,-5.84071143414650e-004,-6.64444153694374e-001
1.85859923008970e+000,-5.92223916847230e-004,-6.69065309590994e-001
1.87152681006997e+000,-6.00490483132870e-004,-6.73718599372506e-001
1.88454430847990e+000,-6.08872430315743e-004,-6.78404246362960e-001
1.89765235075164e+000,-6.17371368602883e-004,-6.83122475435867e-001
1.91085156666754e+000,-6.25988930666366e-004,-6.87873513024894e-001
1.92414259039046e+000,-6.34726771955138e-004,-6.92657587134631e-001
1.93752606049418e+000,-6.43586571010719e-004,-6.97474927351435e-001
1.95100261999415e+000,-6.52570029796408e-004,-7.02325764854344e-001
1.96457291637831e+000,-6.61678874024581e-004,-7.07210332426065e-001
1.97823760163825e+000,-6.70914853470486e-004,-7.12128864464042e-001
1.99199733230053e+000,-6.80279742329457e-004,-7.17081596991592e-001
2.00585276945820e+000,-6.89775339548093e-004,-7.22068767669118e-001
2.01980457880257e+000,-6.99403469163169e-004,-7.27090615805404e-001
2.03385343065522e+000,-7.09165980666592e-004,-7.32147382368980e-001
2.04800000000017e+000,-7.19064749344337e-004,-7.37239309999563e-001
2.06224496651633e+000,-7.29101676649141e-004,-7.42366643019586e-001
2.07658901461016e+000,-7.39278690551039e-004,-7.47529627445789e-001
2.09103283344851e+000,-7.49597745925514e-004,-7.52728511000904e-001
2.10557711699180e+000,-7.60060824907912e-004,-7.57963543125407e-001
2.12022256402732e+000,-7.70669937291271e-004,-7.63234974989358e-001
2.13496987820280e+000,-7.81427120907765e-004,-7.68543059504317e-001
2.14981976806022e+000,-7.92334442003415e-004,-7.73888051335338e-001
2.16477294706989e+000,-8.03393995657172e-004,-7.79270206913052e-001
2.17983013366467e+000,-8.14607906170128e-004,-7.84689784445823e-001
2.19499205127452e+000,-8.25978327477883e-004,-7.90147043931989e-001
2.21025942836126e+000,-8.37507443555211e-004,-7.95642247172191e-001
2.22563299845356e+000,-8.49197468843894e-004,-8.01175657781773e-001
2.24111350018219e+000,-8.61050648678642e-004,-8.06747541203280e-001
2.25670167731549e+000,-8.73069259706280e-004,-8.12358164719028e-001
2.27239827879514e+000,-8.85255610330992e-004,-8.18007797463767e-001
2.28820405877210e+000,-8.97612041155726e-004,-8.23696710437422e-001
2.30411977664288e+000,-9.10140925432300e-004,-8.29425176517926e-001
2.32014619708599e+000,-9.22844669511524e-004,-8.35193470474139e-001
2.33628409009873e+000,-9.35725713307815e-004,-8.41001868978846e-001
2.35253423103413e+000,-9.48786530764792e-004,-8.46850650621851e-001
2.36889740063823e+000,-9.62029630335358e-004,-8.52740095923157e-001
2.38537438508760e+000,-9.75457555453130e-004,-8.58670487346230e-001
2.40196597602709e+000,-9.89072885030892e-004,-8.64642109311358e-001
2.41867297060789e+000,-1.00287823394557e-003,-8.70655248209094e-001
2.43549617152578e+000,-1.01687625353962e-003,-8.76710192413793e-001
2.45243638705978e+000,-1.03106963213887e-003,-8.82807232297238e-001
2.46949443111089e+000,-1.04546109555970e-003,-8.88946660242360e-001
2.48667112324127e+000,-1.06005340762888e-003,-8.95128770657041e-001
2.50396728871357e+000,-1.07484937072171e-003,-9.01353859988020e-001
2.52138375853061e+000,-1.08985182629440e-003,-9.07622226734887e-001
2.53892136947526e+000,-1.10506365542805e-003,-9.13934171464170e-001
2.55658096415072e+000,-1.12048777937943e-003,-9.20289996823517e-001
2.57436339102093e+000,-1.13612716014530e-003,-9.26690007555970e-001
2.59226950445136e+000,-1.15198480102862e-003,-9.33134510514339e-001
2.61030016475008e+000,-1.16806374720780e-003,-9.39623814675670e-001
2.62845623820906e+000,-1.18436708633287e-003,-9.46158231155803e-001
2.64673859714581e+000,-1.20089794910055e-003,-9.52738073224039e-001
2.66514811994531e+000,-1.21765950986597e-003,-9.59363656317891e-001
2.68368569110216e+000,-1.23465498724766e-003,-9.66035298057945e-001
2.70235220126312e+000,-1.25188764474516e-003,-9.72753318262811e-001
2.72114854726989e+000,-1.26936079135950e-003,-9.79518038964177e-001
2.74007563220220e+000,-1.28707778223306e-003,-9.86329784421963e-001
2.75913436542118e+000,-1.30504201928464e-003,-9.93188881139573e-001
2.77832566261308e+000,-1.32325695187056e-003,-1.00009565787925e+000
2.79765044583325e+000,-1.34172607743528e-003,-1.00705044567754e+000
2.81710964355044e+000,-1.36045294219380e-003,-1.01405357786083e+000
2.83670419069142e+000,-1.37944114179006e-003,-1.02110539006103e+000
2.85643502868588e+000,-1.39869432201031e-003,-1.02820622023132e+000
2.87630310551167e+000,-1.41821617946187e-003,-1.03535640866203e+000
2.89630937574035e+000,-1.43801046228853e-003,-1.04255629799663e+000
2.91645480058306e+000,-1.45808097089371e-003,-1.04980623324776e+000
2.93674034793667e+000,-1.47843155865118e-003,-1.05710656181345e+000
2.95716699243033e+000,-1.49906613266117e-003,-1.06445763349340e+000
2.97773571547226e+000,-1.51998865448810e-003,-1.07185980050538e+000
2.99844750529691e+000,-1.54120314091877e-003,-1.07931341750175e+000
3.01930335701244e+000,-1.56271366473498e-003,-1.08681884158601e+000
3.04030427264856e+000,-1.58452435549296e-003,-1.09437643232963e+000
3.06145126120462e+000,-1.60663940030870e-003,-1.10198655178876e+000
3.08274533869814e+000,-1.62906304466354e-003,-1.10964956452126e+000
3.10418752821357e+000,-1.65179959321180e-003,-1.11736583760372e+000
3.12577885995150e+000,-1.67485341061736e-003,-1.12513574064861e+000
3.14752037127813e+000,-1.69822892237108e-003,-1.13295964582160e+000
3.16941310677510e+000,-1.72193061564582e-003,-1.14083792785888e+000
3.19145811828969e+000,-1.74596304015355e-003,-1.14877096408472e+000
3.21365646498538e+000,-1.77033080902082e-003,-1.15675913442905e+000
3.23600921339268e+000,-1.79503859966909e-003,-1.16480282144521e+000
3.25851743746044e+000,-1.82009115469325e-003,-1.17290241032780e+000
3.28118221860738e+000,-1.84549328280007e-003,-1.18105828893058e+000
3.30400464577412e+000,-1.87124985969641e-003,-1.18927084778464e+000
3.32698581547544e+000,-1.89736582904139e-003,-1.19754048011651e+000
3.35012683185297e+000,-1.92384620338303e-003,-1.20586758186651e+000
3.37342880672828e+000,-1.95069606511825e-003,-1.21425255170719e+000
3.39689285965626e+000,-1.97792056747214e-003,-1.22269579106185e+000
3.42052011797891e+000,-2.00552493546203e-003,-1.23119770412320e+000
3.44431171687952e+000,-2.03351446692230e-003,-1.23975869787219e+000
3.46826879943722e+000,-2.06189453350328e-003,-1.24837918209687e+000
3.49239251668186e+000,-2.09067058169055e-003,-1.25705956941144e+000
3.51668402764935e+000,-2.11984813386288e-003,-1.26580027527543e+000
3.54114449943733e+000,-2.14943278933680e-003,-1.27460171801290e+000
3.56577510726124e+000,-2.17943022544114e-003,-1.28346431883191e+000
3.59057703451080e+000,-2.20984619859078e-003,-1.29238850184402e+000
3.61555147280685e+000,-2.24068654540676e-003,-1.30137469408389e+000
3.64069962205860e+000,-2.27195718380954e-003,-1.31042332552911e+000
3.66602269052130e+000,-2.30366411416157e-003,-1.31953482912007e+000
3.69152189485429e+000,-2.33581342041477e-003,-1.32870964077999e+000
3.71719846017943e+000,-2.36841127126301e-003,-1.33794819943505e+000
3.74305362013996e+000,-2.40146392132946e-003,-1.34725094703470e+000
3.76908861695983e+000,-2.43497771235496e-003,-1.35661832857201e+000
3.79530470150330e+000,-2.46895907440882e-003,-1.36605079210428e+000
3.82170313333511e+000,-2.50341452712188e-003,-1.37554878877364e+000
3.84828518078094e+000,-2.53835068092456e-003,-1.38511277282786e+000
3.87505212098839e+000,-2.57377423831209e-003,-1.39474320164132e+000
3.90200523998832e+000,-2.60969199512241e-003,-1.40444053573598e+000
3.92914583275664e+000,-2.64611084183261e-003,-1.41420523880263e+000
3.95647520327653e+000,-2.68303776487860e-003,-1.42403777772221e+000
3.98399466460108e+000,-2.72047984797502e-003,-1.43393862258724e+000
4.01170553891642e+000,-2.75844427348648e-003,-1.44390824672340e+000
4.03960915760517e+000,-2.79693832377764e-003,-1.45394712671128e+000
4.06770686131047e+000,-2.83596938261569e-003,-1.46405574240823e+000
4.09600000000037e+000,-2.87554493657586e-003,-1.47423457697034e+000
4.12448993303270e+000,-2.91567257646062e-003,-1.48448411687458e+000
4.15317802922034e+000,-2.95635999875962e-003,-1.49480485194104e+000
4.18206566689704e+000,-2.99761500710695e-003,-1.50519727535537e+000
4.21115423398363e+000,-3.03944551377330e-003,-1.51566188369132e+000
4.24044512805467e+000,-3.08185954117868e-003,-1.52619917693338e+000
4.26993975640562e+000,-3.12486522340718e-003,-1.53680965849963e+000
4.29963953612048e+000,-3.16847080777320e-003,-1.54749383526468e+000
4.32954589413981e+000,-3.21268465638302e-003,-1.55825221758282e+000
4.35966026732936e+000,-3.25751524773139e-003,-1.56908531931117e+000
4.38998410254906e+000,-3.30297117831279e-003,-1.57999365783315e+000
4.42051885672254e+000,-3.34906116426680e-003,-1.59097775408194e+000
