Freq.,V(outop)
1.71483754005812e+004,-2.54353479286275e+001,1.86995091501883e+000
1.72676517840714e+004,-2.54334207820941e+001,1.88277447184109e+000
1.73877578004175e+004,-2.54314672644337e+001,1.89568343490398e+000
1.75086992201724e+004,-2.54294870222002e+001,1.90867832060210e+000
1.76304818540263e+004,-2.54274796974001e+001,1.92175964735554e+000
1.77531115530861e+004,-2.54254449274789e+001,1.93492793559929e+000
1.78765942091561e+004,-2.54233823452262e+001,1.94818370775954e+000
1.80009357550215e+004,-2.54212915787503e+001,1.96152748824041e+000
1.81261421647333e+004,-2.54191722513995e+001,1.97495980340114e+000
1.82522194538953e+004,-2.54170239817585e+001,1.98848118154556e+000
1.83791736799531e+004,-2.54148463835216e+001,2.00209215288963e+000
1.85070109424852e+004,-2.54126390654927e+001,2.01579324955047e+000
1.86357373834959e+004,-2.54104016315198e+001,2.02958500552271e+000
1.87653591877106e+004,-2.54081336804158e+001,2.04346795665273e+000
1.88958825828731e+004,-2.54058348059233e+001,2.05744264061879e+000
1.90273138400441e+004,-2.54035045966650e+001,2.07150959690865e+000
1.91596592739035e+004,-2.54011426360556e+001,2.08566936678945e+000
1.92929252430528e+004,-2.53987485022810e+001,2.09992249328872e+000
1.94271181503214e+004,-2.53963217681932e+001,2.11426952115959e+000
1.95622444430737e+004,-2.53938620013258e+001,2.12871099686646e+000
1.96983106135193e+004,-2.53913687637444e+001,2.14324746854104e+000
1.98353231990244e+004,-2.53888416120754e+001,2.15787948596867e+000
1.99732887824264e+004,-2.53862800973616e+001,2.17260760054350e+000
2.01122139923499e+004,-2.53836837650690e+001,2.18743236524936e+000
2.02521055035251e+004,-2.53810521550104e+001,2.20235433462486e+000
2.03929700371089e+004,-2.53783848012516e+001,2.21737406472482e+000
2.05348143610071e+004,-2.53756812321075e+001,2.23249211309666e+000
2.06776452902006e+004,-2.53729409700042e+001,2.24770903873168e+000
2.08214696870716e+004,-2.53701635315000e+001,2.26302540204427e+000
2.09662944617345e+004,-2.53673484271757e+001,2.27844176482621e+000
2.11121265723670e+004,-2.53644951615710e+001,2.29395869020853e+000
2.12589730255449e+004,-2.53616032331291e+001,2.30957674262384e+000
2.14068408765785e+004,-2.53586721341462e+001,2.32529648776821e+000
2.15557372298518e+004,-2.53557013506926e+001,2.34111849255743e+000
2.17056692391635e+004,-2.53526903625560e+001,2.35704332508562e+000
2.18566441080711e+004,-2.53496386431711e+001,2.37307155458009e+000
2.20086690902366e+004,-2.53465456595554e+001,2.38920375135723e+000
2.21617514897755e+004,-2.53434108722675e+001,2.40544048678034e+000
2.23158986616072e+004,-2.53402337352889e+001,2.42178233320250e+000
2.24711180118087e+004,-2.53370136960261e+001,2.43822986393078e+000
2.26274169979703e+004,-2.53337501951842e+001,2.45478365316472e+000
2.27848031295539e+004,-2.53304426667431e+001,2.47144427595366e+000
2.29432839682540e+004,-2.53270905378794e+001,2.48821230814212e+000
2.31028671283607e+004,-2.53236932288842e+001,2.50508832631219e+000
2.32635602771258e+004,-2.53202501531222e+001,2.52207290773443e+000
2.34253711351308e+004,-2.53167607169375e+001,2.53916663030557e+000
2.35883074766584e+004,-2.53132243196149e+001,2.55637007249604e+000
2.37523771300656e+004,-2.53096403533070e+001,2.57368381329031e+000
2.39175879781598e+004,-2.53060082029420e+001,2.59110843212023e+000
2.40839479585779e+004,-2.53023272461779e+001,2.60864450880804e+000
2.42514650641672e+004,-2.52985968533487e+001,2.62629262350509e+000
2.44201473433698e+004,-2.52948163873514e+001,2.64405335661727e+000
2.45900029006090e+004,-2.52909852036489e+001,2.66192728875347e+000
2.47610398966791e+004,-2.52871026501189e+001,2.67991500063953e+000
2.49332665491369e+004,-2.52831680670570e+001,2.69801707306334e+000
2.51066911326969e+004,-2.52791807870691e+001,2.71623408679538e+000
2.52813219796289e+004,-2.52751401350131e+001,2.73456662251735e+000
2.54571674801583e+004,-2.52710454279560e+001,2.75301526075310e+000
2.56342360828688e+004,-2.52668959750540e+001,2.77158058178087e+000
2.58125362951089e+004,-2.52626910775373e+001,2.79026316556706e+000
2.59920766834004e+004,-2.52584300286185e+001,2.80906359168101e+000
2.61728658738499e+004,-2.52541121134231e+001,2.82798243921305e+000
2.63549125525633e+004,-2.52497366089367e+001,2.84702028669485e+000
2.65382254660631e+004,-2.52453027839245e+001,2.86617771201125e+000
2.67228134217088e+004,-2.52408098988653e+001,2.88545529231359e+000
2.69086852881198e+004,-2.52362572059066e+001,2.90485360393664e+000
2.70958499956018e+004,-2.52316439487751e+001,2.92437322230266e+000
2.72843165365756e+004,-2.52269693627049e+001,2.94401472182736e+000
2.74740939660091e+004,-2.52222326744117e+001,2.96377867583597e+000
2.76651914018527e+004,-2.52174331019840e+001,2.98366565645624e+000
2.78576180254770e+004,-2.52125698548452e+001,3.00367623452741e+000
2.80513830821141e+004,-2.52076421336697e+001,3.02381097949543e+000
2.82464958813020e+004,-2.52026491303524e+001,3.04407045931939e+000
2.84429657973313e+004,-2.51975900278979e+001,3.06445524035604e+000
2.86408022696961e+004,-2.51924640004157e+001,3.08496588726842e+000
2.88400148035476e+004,-2.51872702129973e+001,3.10560296290279e+000
2.90406129701502e+004,-2.51820078216969e+001,3.12636702818917e+000
2.92426064073419e+004,-2.51766759734603e+001,3.14725864202764e+000
2.94460048199971e+004,-2.51712738060673e+001,3.16827836117421e+000
2.96508179804929e+004,-2.51658004480533e+001,3.18942674012004e+000
2.98570557291789e+004,-2.51602550186766e+001,3.21070433098022e+000
3.00647279748495e+004,-2.51546366278372e+001,3.23211168336667e+000
3.02738446952202e+004,-2.51489443760693e+001,3.25364934427953e+000
3.04844159374071e+004,-2.51431773544052e+001,3.27531785796060e+000
3.06964518184096e+004,-2.51373346443799e+001,3.29711776578233e+000
3.09099625255962e+004,-2.51314153179811e+001,3.31904960612008e+000
3.11249583171943e+004,-2.51254184375483e+001,3.34111391420770e+000
3.13414495227828e+004,-2.51193430557614e+001,3.36331122201514e+000
3.15594465437887e+004,-2.51131882155875e+001,3.38564205811163e+000
3.17789598539863e+004,-2.51069529502053e+001,3.40810694752043e+000
3.20000000000012e+004,-2.51006362829984e+001,3.43070641159065e+000
3.22225776018162e+004,-2.50942372274624e+001,3.45344096784054e+000
3.24467033532821e+004,-2.50877547872035e+001,3.47631112982581e+000
3.26723880226314e+004,-2.50811879558549e+001,3.49931740698088e+000
3.28996424529954e+004,-2.50745357170633e+001,3.52246030447770e+000
3.31284775629253e+004,-2.50677970444398e+001,3.54574032307115e+000
3.33589043469171e+004,-2.50609709015239e+001,3.56915795894602e+000
3.35909338759394e+004,-2.50540562417155e+001,3.59271370355121e+000
3.38245772979654e+004,-2.50470520083084e+001,3.61640804346182e+000
3.40598458385088e+004,-2.50399571343705e+001,3.64024146019152e+000
3.42967508011627e+004,-2.50327705427892e+001,3.66421443005272e+000
3.45353035681430e+004,-2.50254911461941e+001,3.68832742397596e+000
3.47755156008352e+004,-2.50181178469271e+001,3.71258090734149e+000
3.50173984403450e+004,-2.50106495370613e+001,3.73697533982159e+000
3.52609637080529e+004,-2.50030850983324e+001,3.76151117519397e+000
3.55062231061724e+004,-2.49954234021289e+001,3.78618886117043e+000
3.57531884183124e+004,-2.49876633094938e+001,3.81100883922493e+000
3.60018715100433e+004,-2.49798036710564e+001,3.83597154439729e+000
3.62522843294670e+004,-2.49718433271061e+001,3.86107740513988e+000
3.65044389077910e+004,-2.49637811074827e+001,3.88632684309959e+000
3.67583473599065e+004,-2.49556158316233e+001,3.91172027295055e+000
3.70140218849706e+004,-2.49473463085698e+001,3.93725810220865e+000
3.72714747669920e+004,-2.49389713369053e+001,3.96294073101995e+000
3.75307183754216e+004,-2.49304897048043e+001,3.98876855198392e+000
3.77917651657464e+004,-2.49219001900327e+001,4.01474194995677e+000
3.80546276800886e+004,-2.49132015599157e+001,4.04086130183991e+000
3.83193185478072e+004,-2.49043925713818e+001,4.06712697639182e+000
3.85858504861058e+004,-2.48954719709680e+001,4.09353933402341e+000
3.88542363006430e+004,-2.48864384948356e+001,4.12009872659257e+000
3.91244888861477e+004,-2.48772908687571e+001,4.14680549718726e+000
3.93966212270389e+004,-2.48680278081935e+001,4.17365997993487e+000
3.96706463980491e+004,-2.48586480182636e+001,4.20066249977234e+000
3.99465775648532e+004,-2.48491501938311e+001,4.22781337225250e+000
4.02244279847001e+004,-2.48395330194793e+001,4.25511290330903e+000
4.05042110070506e+004,-2.48297951695834e+001,4.28256138905195e+000
4.07859400742180e+004,-2.48199353083544e+001,4.31015911554959e+000
4.10696287220146e+004,-2.48099520898558e+001,4.33790635859835e+000
4.13552905804014e+004,-2.47998441580726e+001,4.36580338350666e+000
4.16429393741435e+004,-2.47896101469721e+001,4.39385044487441e+000
4.19325889234693e+004,-2.47792486805318e+001,4.42204778635523e+000
4.22242531447343e+004,-2.47687583728379e+001,4.45039564044358e+000
4.25179460510901e+004,-2.47581378281308e+001,4.47889422823686e+000
4.28136817531573e+004,-2.47473856408647e+001,4.50754375920153e+000
4.31114744597038e+004,-2.47365003958033e+001,4.53634443094778e+000
4.34113384783272e+004,-2.47254806681085e+001,4.56529642899976e+000
4.37132882161424e+004,-2.47143250233970e+001,4.59439992655053e+000
4.40173381804736e+004,-2.47030320178601e+001,4.62365508423644e+000
4.43235029795514e+004,-2.46916001983224e+001,4.65306204988679e+000
4.46317973232148e+004,-2.46800281023901e+001,4.68262095830444e+000
4.49422360236177e+004,-2.46683142585228e+001,4.71233193101291e+000
4.52548339959409e+004,-2.46564571861699e+001,4.74219507602829e+000
4.55696062591082e+004,-2.46444553958482e+001,4.77221048760129e+000
4.58865679365084e+004,-2.46323073893019e+001,4.80237824599262e+000
4.62057342567218e+004,-2.46200116596368e+001,4.83269841723307e+000
4.65271205542519e+004,-2.46075666914193e+001,4.86317105286870e+000
4.68507422702619e+004,-2.45949709608461e+001,4.89379618972987e+000
4.71766149533172e+004,-2.45822229358733e+001,4.92457384968210e+000
4.75047542601315e+004,-2.45693210763824e+001,4.95550403938969e+000
4.78351759563200e+004,-2.45562638343251e+001,4.98658675006910e+000
4.81678959171562e+004,-2.45430496539118e+001,5.01782195725519e+000
4.85029301283348e+004,-2.45296769717540e+001,5.04920962054940e+000
4.88402946867399e+004,-2.45161442170642e+001,5.08074968338667e+000
4.91800058012184e+004,-2.45024498118341e+001,5.11244207279524e+000
4.95220797933585e+004,-2.44885921710207e+001,5.14428669915238e+000
4.98665330982741e+004,-2.44745697027448e+001,5.17628345594836e+000
5.02133822653942e+004,-2.44603808085114e+001,5.20843221955593e+000
5.05626439592583e+004,-2.44460238834020e+001,5.24073284898593e+000
5.09143349603169e+004,-2.44314973163146e+001,5.27318518566311e+000
5.12684721657380e+004,-2.44167994901563e+001,5.30578905317815e+000
5.16250725902183e+004,-2.44019287821131e+001,5.33854425707482e+000
5.19841533668013e+004,-2.43868835638751e+001,5.37145058461395e+000
5.23457317477002e+004,-2.43716622018691e+001,5.40450780454126e+000
5.27098251051269e+004,-2.43562630575477e+001,5.43771566687922e+000
5.30764509321265e+004,-2.43406844876149e+001,5.47107390268900e+000
5.34456268434179e+004,-2.43249248443272e+001,5.50458222386790e+000
5.38173705762400e+004,-2.43089824757461e+001,5.53824032292192e+000
5.41916999912041e+004,-2.42928557260489e+001,5.57204787276772e+000
5.45686330731516e+004,-2.42765429357819e+001,5.60600452650487e+000
5.49481879320186e+004,-2.42600424422161e+001,5.64010991723958e+000
5.53303828037058e+004,-2.42433525796012e+001,5.67436365785823e+000
5.57152360509544e+004,-2.42264716795157e+001,5.70876534084836e+000
5.61027661642287e+004,-2.42093980711701e+001,5.74331453809822e+000
5.64929917626044e+004,-2.41921300817617e+001,5.77801080072186e+000
5.68859315946630e+004,-2.41746660367866e+001,5.81285365886439e+000
5.72816045393927e+004,-2.41570042604011e+001,5.84784262153473e+000
5.76800296070956e+004,-2.41391430757729e+001,5.88297717643237e+000
5.80812259403008e+004,-2.41210808054507e+001,5.91825678978763e+000
5.84852128146842e+004,-2.41028157717094e+001,5.95368090618959e+000
5.88920096399946e+004,-2.40843462969664e+001,5.98924894845739e+000
5.93016359609863e+004,-2.40656707041410e+001,6.02496031747796e+000
5.97141114583583e+004,-2.40467873170358e+001,6.06081439206500e+000
6.01294559496994e+004,-2.40276944607575e+001,6.09681052883599e+000
6.05476893904408e+004,-2.40083904621403e+001,6.13294806210196e+000
6.09688318748147e+004,-2.39888736501275e+001,6.16922630372957e+000
6.13929036368196e+004,-2.39691423562020e+001,6.20564454304114e+000
6.18199250511928e+004,-2.39491949148174e+001,6.24220204671516e+000
6.22499166343890e+004,-2.39290296638691e+001,6.27889805871803e+000
6.26828990455661e+004,-2.39086449450840e+001,6.31573180019066e+000
6.31188930875778e+004,-2.38880391044994e+001,6.35270246939421e+000
6.35579197079731e+004,-2.38672104929290e+001,6.38980924165443e+000
6.40000000000029e+004,-2.38461574664136e+001,6.42705126930122e+000
6.44451552036329e+004,-2.38248783866915e+001,6.46442768162904e+000
6.48934067065648e+004,-2.38033716216868e+001,6.50193758487339e+000
6.53447760452633e+004,-2.37816355459989e+001,6.53958006219456e+000
6.57992849059912e+004,-2.37596685413617e+001,6.57735417365422e+000
6.62569551258511e+004,-2.37374689971793e+001,6.61525895624273e+000
6.67178086938348e+004,-2.37150353109926e+001,6.65329342387654e+000
6.71818677518793e+004,-2.36923658890261e+001,6.69145656745137e+000
6.76491545959314e+004,-2.36694591466575e+001,6.72974735485898e+000
6.81196916770181e+004,-2.36463135089610e+001,6.76816473105815e+000
6.85935016023259e+004,-2.36229274112245e+001,6.80670761814341e+000
6.90706071362865e+004,-2.35992992994865e+001,6.84537491543261e+000
6.95510312016709e+004,-2.35754276310415e+001,6.88416549954967e+000
7.00347968806905e+004,-2.35513108749969e+001,6.92307822455120e+000
7.05219274161063e+004,-2.35269475128119e+001,6.96211192205353e+000
7.10124462123453e+004,-2.35023360388140e+001,7.00126540135982e+000
7.15063768366253e+004,-2.34774749607821e+001,7.04053744964214e+000
7.20037430200871e+004,-2.34523628004573e+001,7.07992683209356e+000
7.25045686589344e+004,-2.34269980941229e+001,7.11943229213741e+000
7.30088778155825e+004,-2.34013793931277e+001,7.15905255161651e+000
7.35166947198136e+004,-2.33755052644631e+001,7.19878631103329e+000
7.40280437699418e+004,-2.33493742912927e+001,7.23863224977455e+000
7.45429495339846e+004,-2.33229850735355e+001,7.27858902639055e+000
7.50614367508437e+004,-2.32963362284002e+001,7.31865527885820e+000
7.55835303314934e+004,-2.32694263909242e+001,7.35882962486336e+000
7.61092553601777e+004,-2.32422542145692e+001,7.39911066214626e+000
7.66386370956150e+004,-2.32148183717405e+001,7.43949696880926e+000
7.71717009722122e+004,-2.31871175543332e+001,7.47998710366356e+000
7.77084726012866e+004,-2.31591504743175e+001,7.52057960662908e+000
7.82489777722960e+004,-2.31309158642368e+001,7.56127299908764e+000
7.87932424540783e+004,-2.31024124777717e+001,7.60206578430977e+000
7.93412927960988e+004,-2.30736390902871e+001,7.64295644789208e+000
7.98931551297069e+004,-2.30445944993399e+001,7.68394345818486e+000
8.04488559694008e+004,-2.30152775252137e+001,7.72502526677107e+000
8.10084220141017e+004,-2.29856870114635e+001,7.76620030897074e+000
8.15718801484366e+004,-2.29558218254018e+001,7.80746700433265e+000
8.21392574440297e+004,-2.29256808586144e+001,7.84882375716904e+000
8.27105811608034e+004,-2.28952630274574e+001,7.89026895710842e+000
8.32858787482877e+004,-2.28645672735543e+001,7.93180097967221e+000
8.38651778469392e+004,-2.28335925642917e+001,7.97341818688194e+000
8.44485062894692e+004,-2.28023378932581e+001,8.01511892784761e+000
8.50358921021808e+004,-2.27708022807218e+001,8.05690153941850e+000
8.56273635063152e+004,-2.27389847740951e+001,8.09876434685511e+000
8.62229489194083e+004,-2.27068844483536e+001,8.14070566449358e+000
8.68226769566551e+004,-2.26745004064551e+001,8.18272379644191e+000
8.74265764322855e+004,-2.26418317797878e+001,8.22481703733678e+000
8.80346763609478e+004,-2.26088777285106e+001,8.26698367303889e+000
8.86470059591034e+004,-2.25756374419928e+001,8.30922198144911e+000
8.92635946464302e+004,-2.25421101391306e+001,8.35153023325754e+000
8.98844720472361e+004,-2.25082950687316e+001,8.39390669277988e+000
9.05096679918824e+004,-2.24741915098220e+001,8.43634961876951e+000
9.11392125182170e+004,-2.24397987719763e+001,8.47885726528466e+000
9.17731358730174e+004,-2.24051161955865e+001,8.52142788253926e+000
9.24114685134442e+004,-2.23701431521703e+001,8.56405971782801e+000
9.30542411085044e+004,-2.23348790445766e+001,8.60675101640050e+000
9.37014845405246e+004,-2.22993233072630e+001,8.64950002243608e+000
9.43532299066351e+004,-2.22634754064631e+001,8.69230497996336e+000
9.50095085202638e+004,-2.22273348403807e+001,8.73516413384571e+000
9.56703519126407e+004,-2.21909011393717e+001,8.77807573079463e+000
9.63357918343130e+004,-2.21541738660258e+001,8.82103802033501e+000
9.70058602566702e+004,-2.21171526153291e+001,8.86404925588914e+000
9.76805893734805e+004,-2.20798370147021e+001,8.90710769578797e+000
9.83600116024376e+004,-2.20422267240509e+001,8.95021160433559e+000
9.90441595867178e+004,-2.20043214358257e+001,8.99335925293339e+000
9.97330661965489e+004,-2.19661208749603e+001,9.03654892112574e+000
1.00426764530789e+005,-2.19276247988761e+001,9.07977889776520e+000
1.01125287918517e+005,-2.18888329973783e+001,9.12304748210872e+000
1.01828669920635e+005,-2.18497452925623e+001,9.16635298497717e+000
1.02536944331477e+005,-2.18103615386909e+001,9.20969372993591e+000
1.03250145180437e+005,-2.17706816219844e+001,9.25306805442724e+000
1.03968306733603e+005,-2.17307054604494e+001,9.29647431100264e+000
1.04691463495401e+005,-2.16904330036174e+001,9.33991086850188e+000
1.05419650210255e+005,-2.16498642322620e+001,9.38337611326743e+000
1.06152901864254e+005,-2.16089991580710e+001,9.42686845035680e+000
1.06891253686837e+005,-2.15678378233088e+001,9.47038630479823e+000
1.07634741152481e+005,-2.15263803004113e+001,9.51392812282880e+000
1.08383399982409e+005,-2.14846266915218e+001,9.55749237311126e+000
1.09137266146304e+005,-2.14425771280527e+001,9.60107754804346e+000
1.09896375864038e+005,-2.14002317701356e+001,9.64468216498772e+000
1.10660765607412e+005,-2.13575908060555e+001,9.68830476754010e+000
1.11430472101909e+005,-2.13146544516513e+001,9.73194392681386e+000
1.12205532328458e+005,-2.12714229496620e+001,9.77559824271678e+000
1.12985983525210e+005,-2.12278965690314e+001,9.81926634523178e+000
1.13771863189327e+005,-2.11840756041477e+001,9.86294689567680e+000
1.14563209078786e+005,-2.11399603740855e+001,9.90663858802554e+000
1.15360059214192e+005,-2.10955512217247e+001,9.95034015013097e+000
1.16162451880602e+005,-2.10508485129018e+001,9.99405034504570e+000
1.16970425629369e+005,-2.10058526354609e+001,1.00377679722790e+001
1.17784019279990e+005,-2.09605639982724e+001,1.00814918690618e+001
1.18603271921974e+005,-2.09149830302023e+001,1.01252209116114e+001
1.19428222916717e+005,-2.08691101790324e+001,1.01689540163889e+001
1.20258911899400e+005,-2.08229459103232e+001,1.02126901413379e+001
1.21095378780882e+005,-2.07764907062270e+001,1.02564282871134e+001
1.21937663749630e+005,-2.07297450642644e+001,1.03001674983249e+001
1.22785807273640e+005,-2.06827094960310e+001,1.03439068647345e+001
1.23639850102387e+005,-2.06353845258512e+001,1.03876455224463e+001
1.24499833268779e+005,-2.05877706893922e+001,1.04313826550953e+001
1.25365798091133e+005,-2.05398685322170e+001,1.04751174950045e+001
1.26237786175157e+005,-2.04916786082917e+001,1.05188493243425e+001
1.27115839415947e+005,-2.04432014784233e+001,1.05625774762310e+001
1.28000000000007e+005,-2.03944377086596e+001,1.06063013358548e+001
1.28890310407267e+005,-2.03453878686137e+001,1.06500203415216e+001
1.29786813413130e+005,-2.02960525297750e+001,1.06937339857515e+001
1.30689552090528e+005,-2.02464322637141e+001,1.07374418162650e+001
1.31598569811983e+005,-2.01965276402786e+001,1.07811434370153e+001
1.32513910251703e+005,-2.01463392256954e+001,1.08248385091271e+001
1.33435617387671e+005,-2.00958675806390e+001,1.08685267518376e+001
1.34363735503760e+005,-2.00451132582562e+001,1.09122079434201e+001
1.35298309191864e+005,-1.99940768021109e+001,1.09558819220397e+001
1.36239383354037e+005,-1.99427587440820e+001,1.09995485865790e+001
1.37187003204653e+005,-1.98911596022213e+001,1.10432078974497e+001
1.38141214272574e+005,-1.98392798785295e+001,1.10868598773274e+001
1.39102062403343e+005,-1.97871200566978e+001,1.11305046118685e+001
1.40069593761382e+005,-1.97346805997925e+001,1.11741422503834e+001
1.41043854832214e+005,-1.96819619478796e+001,1.12177730064609e+001
1.42024892424692e+005,-1.96289645156020e+001,1.12613971585479e+001
1.43012753673252e+005,-1.95756886896892e+001,1.13050150504652e+001
1.44007486040175e+005,-1.95221348264288e+001,1.13486270918928e+001
1.45009137317870e+005,-1.94683032490724e+001,1.13922337587873e+001
1.46017755631166e+005,-1.94141942452109e+001,1.14358355937834e+001
1.47033389439628e+005,-1.93598080640460e+001,1.14794332064465e+001
1.48056087539885e+005,-1.93051449136847e+001,1.15230272736104e+001
1.49085899067970e+005,-1.92502049583026e+001,1.15666185394980e+001
1.50122873501689e+005,-1.91949883153201e+001,1.16102078159157e+001
1.51167060662988e+005,-1.91394950524805e+001,1.16537959822877e+001
1.52218510720356e+005,-1.90837251849128e+001,1.16973839856914e+001
1.53277274191231e+005,-1.90276786721147e+001,1.17409728407755e+001
1.54343401944426e+005,-1.89713554149078e+001,1.17845636296480e+001
1.55416945202574e+005,-1.89147552523304e+001,1.18281575016664e+001
1.56497955544593e+005,-1.88578779584861e+001,1.18717556731689e+001
1.57586484908158e+005,-1.88007232393491e+001,1.19153594271396e+001
1.58682585592199e+005,-1.87432907294975e+001,1.19589701127392e+001
1.59786310259415e+005,-1.86855799888489e+001,1.20025891448733e+001
1.60897711938803e+005,-1.86275904992929e+001,1.20462180035512e+001
1.62016844028205e+005,-1.85693216613074e+001,1.20898582332253e+001
1.63143760296874e+005,-1.85107727905364e+001,1.21335114420640e+001
1.64278514888061e+005,-1.84519431143069e+001,1.21771793011028e+001
1.65421162321608e+005,-1.83928317681003e+001,1.22208635432938e+001
1.66571757496577e+005,-1.83334377920001e+001,1.22645659625179e+001
1.67730355693880e+005,-1.82737601270664e+001,1.23082884124286e+001
1.68897012578940e+005,-1.82137976117125e+001,1.23520328053024e+001
1.70071784204363e+005,-1.81535489779872e+001,1.23958011106613e+001
1.71254727012632e+005,-1.80930128478616e+001,1.24395953539069e+001
1.72445897838818e+005,-1.80321877294514e+001,1.24834176147914e+001
1.73645353913312e+005,-1.79710720132113e+001,1.25272700258062e+001
1.74853152864572e+005,-1.79096639680825e+001,1.25711547704358e+001
1.76069352721897e+005,-1.78479617376148e+001,1.26150740813392e+001
1.77294011918208e+005,-1.77859633360446e+001,1.26590302383953e+001
1.78527189292862e+005,-1.77236666443325e+001,1.27030255666062e+001
1.79768944094474e+005,-1.76610694061860e+001,1.27470624339569e+001
1.81019335983766e+005,-1.75981692240243e+001,1.27911432490608e+001
1.82278425036435e+005,-1.75349635549262e+001,1.28352704587369e+001
1.83546271746036e+005,-1.74714497065513e+001,1.28794465454740e+001
1.84822937026890e+005,-1.74076248330090e+001,1.29236740246918e+001
1.86108482217010e+005,-1.73434859307185e+001,1.29679554419192e+001
1.87402969081051e+005,-1.72790298342374e+001,1.30122933698542e+001
1.88706459813272e+005,-1.72142532120611e+001,1.30566904052450e+001
1.90019017040529e+005,-1.71491525623839e+001,1.31011491655833e+001
1.91340703825283e+005,-1.70837242088684e+001,1.31456722857842e+001
1.92671583668628e+005,-1.70179642963564e+001,1.31902624145548e+001
1.94011720513342e+005,-1.69518687865827e+001,1.32349222107205e+001
1.95361178746963e+005,-1.68854334538633e+001,1.32796543393397e+001
1.96720023204877e+005,-1.68186538807557e+001,1.33244614676370e+001
1.98088319173437e+005,-1.67515254537225e+001,1.33693462608327e+001
1.99466132393099e+005,-1.66840433587639e+001,1.34143113777202e+001
2.00853529061580e+005,-1.66162025770493e+001,1.34593594661263e+001
2.02250575837036e+005,-1.65479978805312e+001,1.35044931581282e+001
2.03657339841271e+005,-1.64794238275587e+001,1.35497150651471e+001
2.05073888662955e+005,-1.64104747584832e+001,1.35950277727925e+001
2.06500290360876e+005,-1.63411447912565e+001,1.36404338355079e+001
2.07936613467208e+005,-1.62714278170460e+001,1.36859357710793e+001
2.09382926990804e+005,-1.62013174958294e+001,1.37315360548157e+001
2.10839300420511e+005,-1.61308072520215e+001,1.37772371136260e+001
2.12305803728509e+005,-1.60598902700920e+001,1.38230413197804e+001
2.13782507373675e+005,-1.59885594902087e+001,1.38689509844969e+001
2.15269482304963e+005,-1.59168076038981e+001,1.39149683512831e+001
2.16766799964820e+005,-1.58446270497222e+001,1.39610955889906e+001
2.18274532292610e+005,-1.57720100089916e+001,1.40073347846685e+001
2.19792751728078e+005,-1.56989484015033e+001,1.40536879361097e+001
2.21321531214826e+005,-1.56254338813231e+001,1.41001569442004e+001
2.22860944203821e+005,-1.55514578326074e+001,1.41467436048756e+001
2.24411064656918e+005,-1.54770113654733e+001,1.41934496009243e+001
2.25971967050421e+005,-1.54020853119308e+001,1.42402764934021e+001
2.27543726378655e+005,-1.53266702218740e+001,1.42872257127850e+001
2.29126418157574e+005,-1.52507563591447e+001,1.43342985497936e+001
2.30720118428386e+005,-1.51743336976740e+001,1.43814961459371e+001
2.32324903761207e+005,-1.50973919177160e+001,1.44288194836600e+001
2.33940851258740e+005,-1.50199204021715e+001,1.44762693762184e+001
2.35568038559982e+005,-1.49419082330270e+001,1.45238464571553e+001
2.37206543843949e+005,-1.48633441879056e+001,1.45715511694352e+001
2.38856445833437e+005,-1.47842167367500e+001,1.46193837542379e+001
2.40517823798801e+005,-1.47045140386449e+001,1.46673442393148e+001
2.42190757561767e+005,-1.46242239387985e+001,1.47154324269964e+001
2.43875327499262e+005,-1.45433339656846e+001,1.47636478817747e+001
2.45571614547282e+005,-1.44618313283740e+001,1.48119899175198e+001
2.47279700204775e+005,-1.43797029140630e+001,1.48604575841794e+001
2.48999666537560e+005,-1.42969352858154e+001,1.49090496541428e+001
2.50731596182268e+005,-1.42135146805394e+001,1.49577646081109e+001
2.52475572350315e+005,-1.41294270072178e+001,1.50066006204899e+001
2.54231678831896e+005,-1.40446578454070e+001,1.50555555443664e+001
2.56000000000015e+005,-1.39591924440336e+001,1.51046268959583e+001
2.57780620814535e+005,-1.38730157205018e+001,1.51538118386182e+001
2.59573626826263e+005,-1.37861122601507e+001,1.52031071662691e+001
2.61379104181057e+005,-1.36984663160640e+001,1.52525092864130e+001
2.63197139623969e+005,-1.36100618092857e+001,1.53020142025409e+001
2.65027820503409e+005,-1.35208823294504e+001,1.53516174960415e+001
2.66871234775343e+005,-1.34309111358594e+001,1.54013143076007e+001
2.68727471007521e+005,-1.33401311590558e+001,1.54510993179765e+001
2.70596618383730e+005,-1.32485250028994e+001,1.55009667282739e+001
2.72478766708077e+005,-1.31560749472068e+001,1.55509102396366e+001
2.74374006409308e+005,-1.30627629509759e+001,1.56009230323370e+001
2.76282428545150e+005,-1.29685706562294e+001,1.56509977443591e+001
2.78204124806688e+005,-1.28734793925591e+001,1.57011264492716e+001
2.80139187522766e+005,-1.27774701823431e+001,1.57513006336540e+001
2.82087709664429e+005,-1.26805237467565e+001,1.58015111738282e+001
2.84049784849386e+005,-1.25826205125723e+001,1.58517483120387e+001
2.86025507346506e+005,-1.24837406198202e+001,1.59020016320456e+001
2.88014972080353e+005,-1.23838639303656e+001,1.59522600341000e+001
2.90018274635742e+005,-1.22829700374417e+001,1.60025117093669e+001
2.92035511262334e+005,-1.21810382762098e+001,1.60527441137499e+001
2.94066778879259e+005,-1.20780477353970e+001,1.61029439411586e+001
