   0.0000000e+00	   0.0000000e+00	
   4.9900000e-01	   0.0000000e+00	
   1.0000000e+00	   6.2790520e-02	
   1.4990000e+00	   6.2790520e-02	
   2.0000000e+00	   1.2533323e-01	
   2.4990000e+00	   1.2533323e-01	
   3.0000000e+00	   1.8738131e-01	
   3.4990000e+00	   1.8738131e-01	
   4.0000000e+00	   2.4868989e-01	
   4.4990000e+00	   2.4868989e-01	
   5.0000000e+00	   3.0901699e-01	
   5.4990000e+00	   3.0901699e-01	
   6.0000000e+00	   3.6812455e-01	
   6.4990000e+00	   3.6812455e-01	
   7.0000000e+00	   4.2577929e-01	
   7.4990000e+00	   4.2577929e-01	
   8.0000000e+00	   4.8175367e-01	
   8.4990000e+00	   4.8175367e-01	
   9.0000000e+00	   5.3582679e-01	
   9.4990000e+00	   5.3582679e-01	
   1.0000000e+01	   5.8778525e-01	
   1.0499000e+01	   5.8778525e-01	
   1.1000000e+01	   6.3742399e-01	
   1.1499000e+01	   6.3742399e-01	
   1.2000000e+01	   6.8454711e-01	
   1.2499000e+01	   6.8454711e-01	
   1.3000000e+01	   7.2896863e-01	
   1.3499000e+01	   7.2896863e-01	
   1.4000000e+01	   7.7051324e-01	
   1.4499000e+01	   7.7051324e-01	
   1.5000000e+01	   8.0901699e-01	
   1.5499000e+01	   8.0901699e-01	
   1.6000000e+01	   8.4432793e-01	
   1.6499000e+01	   8.4432793e-01	
   1.7000000e+01	   8.7630668e-01	
   1.7499000e+01	   8.7630668e-01	
   1.8000000e+01	   9.0482705e-01	
   1.8499000e+01	   9.0482705e-01	
   1.9000000e+01	   9.2977649e-01	
   1.9499000e+01	   9.2977649e-01	
   2.0000000e+01	   9.5105652e-01	
   2.0499000e+01	   9.5105652e-01	
   2.1000000e+01	   9.6858316e-01	
   2.1499000e+01	   9.6858316e-01	
   2.2000000e+01	   9.8228725e-01	
   2.2499000e+01	   9.8228725e-01	
   2.3000000e+01	   9.9211470e-01	
   2.3499000e+01	   9.9211470e-01	
   2.4000000e+01	   9.9802673e-01	
   2.4499000e+01	   9.9802673e-01	
   2.5000000e+01	   1.0000000e+00	
   2.5499000e+01	   1.0000000e+00	
   2.6000000e+01	   9.9802673e-01	
   2.6499000e+01	   9.9802673e-01	
   2.7000000e+01	   9.9211470e-01	
   2.7499000e+01	   9.9211470e-01	
   2.8000000e+01	   9.8228725e-01	
   2.8499000e+01	   9.8228725e-01	
   2.9000000e+01	   9.6858316e-01	
   2.9499000e+01	   9.6858316e-01	
   3.0000000e+01	   9.5105652e-01	
   3.0499000e+01	   9.5105652e-01	
   3.1000000e+01	   9.2977649e-01	
   3.1499000e+01	   9.2977649e-01	
   3.2000000e+01	   9.0482705e-01	
   3.2499000e+01	   9.0482705e-01	
   3.3000000e+01	   8.7630668e-01	
   3.3499000e+01	   8.7630668e-01	
   3.4000000e+01	   8.4432793e-01	
   3.4499000e+01	   8.4432793e-01	
   3.5000000e+01	   8.0901699e-01	
   3.5499000e+01	   8.0901699e-01	
   3.6000000e+01	   7.7051324e-01	
   3.6499000e+01	   7.7051324e-01	
   3.7000000e+01	   7.2896863e-01	
   3.7499000e+01	   7.2896863e-01	
   3.8000000e+01	   6.8454711e-01	
   3.8499000e+01	   6.8454711e-01	
   3.9000000e+01	   6.3742399e-01	
   3.9499000e+01	   6.3742399e-01	
   4.0000000e+01	   5.8778525e-01	
   4.0499000e+01	   5.8778525e-01	
   4.1000000e+01	   5.3582679e-01	
   4.1499000e+01	   5.3582679e-01	
   4.2000000e+01	   4.8175367e-01	
   4.2499000e+01	   4.8175367e-01	
   4.3000000e+01	   4.2577929e-01	
   4.3499000e+01	   4.2577929e-01	
   4.4000000e+01	   3.6812455e-01	
   4.4499000e+01	   3.6812455e-01	
   4.5000000e+01	   3.0901699e-01	
   4.5499000e+01	   3.0901699e-01	
   4.6000000e+01	   2.4868989e-01	
   4.6499000e+01	   2.4868989e-01	
   4.7000000e+01	   1.8738131e-01	
   4.7499000e+01	   1.8738131e-01	
   4.8000000e+01	   1.2533323e-01	
   4.8499000e+01	   1.2533323e-01	
   4.9000000e+01	   6.2790520e-02	
   4.9499000e+01	   6.2790520e-02	
   5.0000000e+01	   1.2246468e-16	
   5.0499000e+01	   1.2246468e-16	
   5.1000000e+01	  -6.2790520e-02	
   5.1499000e+01	  -6.2790520e-02	
   5.2000000e+01	  -1.2533323e-01	
   5.2499000e+01	  -1.2533323e-01	
   5.3000000e+01	  -1.8738131e-01	
   5.3499000e+01	  -1.8738131e-01	
   5.4000000e+01	  -2.4868989e-01	
   5.4499000e+01	  -2.4868989e-01	
   5.5000000e+01	  -3.0901699e-01	
   5.5499000e+01	  -3.0901699e-01	
   5.6000000e+01	  -3.6812455e-01	
   5.6499000e+01	  -3.6812455e-01	
   5.7000000e+01	  -4.2577929e-01	
